match_id,match_date,winner,fighter1_name,fighter1_weight,fighter1_height,fighter1_reach,fighter1_age,fighter1_power_factor,fighter1_experience_factor,fighter1_wins,fighter1_losses,fighter1_knockouts,fighter1_final_hp,fighter1_final_sp,fighter2_name,fighter2_weight,fighter2_height,fighter2_reach,fighter2_age,fighter2_power_factor,fighter2_experience_factor,fighter2_wins,fighter2_losses,fighter2_knockouts,fighter2_final_hp,fighter2_final_sp,ko_happened
807,2024-12-27 00:11:07,鄭十二,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,85,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,35,84,True
808,2024-12-27 00:11:21,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,68,100,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,80,True
809,2024-12-27 00:11:33,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,53,80,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,78,True
810,2024-12-27 00:11:43,鄭十二,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,62,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,44,85,True
811,2024-12-27 00:11:56,林七,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,4,95,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,61,True
812,2024-12-27 00:12:15,張三,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,41,85,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,85,True
813,2024-12-27 00:12:24,林七,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,71,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,10,80,True
814,2024-12-27 00:12:42,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,72,95,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,83,True
815,2024-12-27 00:12:56,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,46,80,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,74,True
816,2024-12-27 00:13:10,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,17,90,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,80,True
817,2024-12-27 00:13:24,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,56,85,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,90,True
818,2024-12-27 00:13:35,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,49,80,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,73,True
819,2024-12-27 00:13:47,李四,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,80,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,14,85,True
820,2024-12-27 00:14:01,張三,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,52,90,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,85,True
821,2024-12-27 00:14:14,林七,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,73,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,6,75,True
822,2024-12-27 00:14:29,張三,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,76,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,24,95,True
823,2024-12-27 00:14:45,張三,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,75,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,44,80,True
824,2024-12-27 00:14:57,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,53,95,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,80,True
825,2024-12-27 00:15:07,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,26,85,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,95,True
826,2024-12-27 00:15:20,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,21,69,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,85,True
827,2024-12-27 00:15:44,趙八,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,71,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,87,95,True
828,2024-12-27 00:15:54,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,59,90,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,60,True
829,2024-12-27 00:16:06,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,56,85,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,67,True
830,2024-12-27 00:16:20,張三,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,83,100,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,80,True
831,2024-12-27 00:16:30,林七,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,73,90,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,63,True
832,2024-12-27 00:16:44,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,50,75,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,81,True
833,2024-12-27 00:17:02,王五,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,0,83,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,58,96,True
834,2024-12-27 00:17:18,張三,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,67,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,25,96,True
835,2024-12-27 00:17:43,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,61,100,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,80,True
836,2024-12-27 00:17:54,趙八,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,83,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,69,90,True
837,2024-12-27 00:18:09,陳六,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,80,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,85,95,True
838,2024-12-27 00:18:17,林七,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,44,83,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,78,True
839,2024-12-27 00:18:33,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,30,85,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,69,True
840,2024-12-27 00:18:45,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,8,100,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,95,True
841,2024-12-27 00:19:08,林七,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,83,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,11,88,True
842,2024-12-27 00:19:27,李四,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,95,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,88,93,True
843,2024-12-27 00:19:39,吳十一,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,70,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,100,100,True
844,2024-12-27 00:19:48,孫九,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,93,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,53,80,True
845,2024-12-27 00:20:02,林七,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,87,89,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,70,True
846,2024-12-27 00:20:14,陳六,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,80,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,73,100,True
847,2024-12-27 00:20:26,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,57,90,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,95,True
848,2024-12-27 00:20:38,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,88,95,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,80,True
849,2024-12-27 00:20:47,吳十一,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,59,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,62,90,True
850,2024-12-27 00:21:03,張三,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,42,90,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,77,True
851,2024-12-27 00:21:20,林七,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,49,90,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,76,True
852,2024-12-27 00:21:36,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,61,90,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,75,True
853,2024-12-27 00:21:47,張三,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,73,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,49,85,True
854,2024-12-27 00:21:59,張三,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,57,90,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,75,True
855,2024-12-27 00:22:09,王五,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,88,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,20,90,True
856,2024-12-27 00:22:28,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,71,95,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,66,True
857,2024-12-27 00:22:40,王五,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,53,85,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,74,True
858,2024-12-27 00:22:55,孫九,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,95,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,75,90,True
859,2024-12-27 00:23:09,陳六,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,85,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,25,80,True
860,2024-12-27 00:23:20,李四,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,95,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,79,100,True
861,2024-12-27 00:23:33,周十,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,95,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,6,71,True
862,2024-12-27 00:23:57,李四,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,66,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,19,66,True
863,2024-12-27 00:24:13,張三,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,19,80,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,74,True
864,2024-12-27 00:24:32,趙八,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,81,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,52,95,True
865,2024-12-27 00:24:46,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,55,90,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,75,True
866,2024-12-27 00:24:57,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,66,88,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,70,True
867,2024-12-27 00:25:09,張三,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,40,95,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,0,73,True
868,2024-12-27 00:25:24,張三,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,88,95,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,90,True
869,2024-12-27 00:25:34,趙八,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,80,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,87,95,True
870,2024-12-27 00:25:50,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,6,78,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,70,True
871,2024-12-27 00:26:05,陳六,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,90,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,71,90,True
872,2024-12-27 00:26:16,鄭十二,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,78,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,93,95,True
873,2024-12-27 00:26:25,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,49,90,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,78,True
874,2024-12-27 00:26:40,張三,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,68,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,68,85,True
875,2024-12-27 00:26:52,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,63,85,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,75,True
876,2024-12-27 00:27:04,林七,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,78,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,14,90,True
877,2024-12-27 00:27:18,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,52,95,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,74,True
878,2024-12-27 00:27:33,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,100,100,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,95,True
879,2024-12-27 00:27:45,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,89,95,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,78,True
880,2024-12-27 00:27:53,張三,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,81,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,40,90,True
881,2024-12-27 00:28:09,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,82,93,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,0,78,True
882,2024-12-27 00:28:21,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,25,80,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,71,True
883,2024-12-27 00:28:33,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,18,100,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,78,True
884,2024-12-27 00:28:49,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,100,100,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,0,93,True
885,2024-12-27 00:29:00,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,37,85,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,80,True
886,2024-12-27 00:29:14,王五,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,55,85,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,61,True
887,2024-12-27 00:29:28,王五,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,78,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,43,90,True
888,2024-12-27 00:29:42,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,60,90,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,85,True
889,2024-12-27 00:29:53,孫九,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,78,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,52,90,True
890,2024-12-27 00:30:04,李四,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,85,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,76,88,True
891,2024-12-27 00:30:16,林七,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,71,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,69,90,True
892,2024-12-27 00:30:31,吳十一,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,40,85,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,67,True
893,2024-12-27 00:30:46,林七,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,44,85,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,66,True
894,2024-12-27 00:30:59,林七,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,95,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,60,95,True
895,2024-12-27 00:31:13,李四,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,81,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,53,95,True
896,2024-12-27 00:31:28,李四,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,88,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,78,93,True
897,2024-12-27 00:31:40,王五,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,86,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,60,95,True
898,2024-12-27 00:31:58,林七,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,43,80,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,95,True
899,2024-12-27 00:32:14,張三,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,76,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,86,95,True
900,2024-12-27 00:32:23,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,79,90,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,80,True
901,2024-12-27 00:32:34,陳六,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,80,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,7,95,True
902,2024-12-27 00:32:47,王五,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,0,64,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,65,88,True
903,2024-12-27 00:32:59,陳六,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,75,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,68,95,True
904,2024-12-27 00:33:08,王五,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,71,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,39,85,True
905,2024-12-27 00:33:22,林七,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,76,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,71,90,True
906,2024-12-27 00:33:35,王五,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,85,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,14,93,True
907,2024-12-27 00:33:54,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,58,95,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,78,True
908,2024-12-27 00:34:11,鄭十二,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,66,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,77,90,True
909,2024-12-27 00:34:23,陳六,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,79,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,87,95,True
910,2024-12-27 00:34:39,李四,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,93,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,50,100,True
911,2024-12-27 00:34:55,趙八,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,85,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,100,100,True
912,2024-12-27 00:35:03,吳十一,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,70,96,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,70,True
913,2024-12-27 00:35:18,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,84,95,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,85,True
914,2024-12-27 00:35:26,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,58,90,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,76,True
915,2024-12-27 00:35:40,張三,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,0,69,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,100,100,True
916,2024-12-27 00:35:51,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,100,100,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,80,True
917,2024-12-27 00:35:59,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,10,66,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,80,True
918,2024-12-27 00:36:16,王五,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,5,100,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,90,True
919,2024-12-27 00:36:31,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,12,87,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,85,True
920,2024-12-27 00:36:49,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,64,90,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,75,True
921,2024-12-27 00:37:00,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,33,80,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,88,True
922,2024-12-27 00:37:22,王五,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,75,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,76,95,True
923,2024-12-27 00:37:35,趙八,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,76,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,33,78,True
924,2024-12-27 00:37:54,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,61,86,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,78,True
925,2024-12-27 00:38:10,林七,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,80,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,7,78,True
926,2024-12-27 00:38:32,吳十一,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,89,95,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,70,True
927,2024-12-27 00:38:42,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,54,100,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,78,True
928,2024-12-27 00:38:56,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,77,90,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,95,True
929,2024-12-27 00:39:06,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,38,85,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,80,True
930,2024-12-27 00:39:20,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,88,95,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,85,True
931,2024-12-27 00:39:29,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,8,90,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,84,True
932,2024-12-27 00:39:50,李四,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,88,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,75,100,True
933,2024-12-27 00:40:03,張三,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,75,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,43,75,True
934,2024-12-27 00:40:16,趙八,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,80,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,100,100,True
935,2024-12-27 00:40:24,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,66,86,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,75,True
936,2024-12-27 00:40:35,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,74,90,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,80,True
937,2024-12-27 00:40:43,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,100,100,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,73,True
938,2024-12-27 00:40:53,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,79,100,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,83,True
939,2024-12-27 00:41:04,趙八,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,95,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,65,90,True
940,2024-12-27 00:41:16,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,52,80,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,85,True
941,2024-12-27 00:41:25,林七,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,74,90,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,95,True
942,2024-12-27 00:41:41,趙八,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,70,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,52,80,True
943,2024-12-27 00:41:52,趙八,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,70,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,91,95,True
944,2024-12-27 00:42:02,鄭十二,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,95,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,16,100,True
