match_id,winner,victory_condition,rounds_completed,boxerA_name,boxerA_weight,boxerA_height,boxerA_reach,boxerA_power,boxerA_speed,boxerA_stamina,boxerA_defense,boxerA_chin,boxerA_experience,boxerB_name,boxerB_weight,boxerB_height,boxerB_reach,boxerB_power,boxerB_speed,boxerB_stamina,boxerB_defense,boxerB_chin,boxerB_experience,total_punches_A,total_punches_B,total_hits_A,total_hits_B,total_knockdowns_A,total_knockdowns_B,total_points_A,total_points_B,total_damage_dealt_A,total_damage_dealt_B,total_stamina_used_A,total_stamina_used_B,hit_rate_A,hit_rate_B,final_hp_A,final_hp_B,final_stamina_A,final_stamina_B,total_A_jab,total_B_jab,total_A_cross,total_B_cross,total_A_lead_hook,total_B_lead_hook,total_A_rear_hook,total_B_rear_hook,total_A_lead_uppercut,total_B_lead_uppercut,total_A_rear_uppercut,total_B_rear_uppercut
28011,Boxer_A_1994,KO,1,Boxer_A_1994,85.2,193,186,76,78,90,79,93,73,Boxer_B_1994,98.1,168,182,62,88,78,92,87,86,23,22,5,5,0,0,13,9,116.51339599999997,61.193674499999986,21.400000000000006,19.8,21.74,22.73,38.81,0.0,78.6,80.2,4,4,2,3,4,3,4,4,4,4,5,4
48558,Boxer_A_1995,KO,1,Boxer_A_1995,75.3,172,184,70,83,82,98,79,17,Boxer_B_1995,65.1,167,176,89,82,73,83,61,2,12,11,5,2,0,0,12,3,117.35839500000003,33.760814999999994,8.899999999999999,11.700000000000001,41.67,18.18,66.24,0.0,91.1,88.3,3,1,4,1,0,0,3,2,1,5,1,2
94104,Boxer_A_1996,KO,1,Boxer_A_1996,94.3,166,183,85,96,91,75,97,23,Boxer_B_1996,87.6,179,170,99,87,76,68,83,75,5,4,4,1,0,0,11,2,115.09348499999999,20.394000000000002,4.199999999999999,2.0,80.0,25.0,79.61,0.0,95.8,98.0,2,2,0,1,0,1,1,0,1,0,1,0
72005,Boxer_A_1997,KO,1,Boxer_A_1997,86.6,170,194,80,87,98,99,74,95,Boxer_B_1997,70.2,174,171,74,81,74,72,79,98,9,8,4,2,0,0,13,4,126.55632,45.59436,9.5,7.9,44.44,25.0,54.41,0.0,90.5,92.1,1,1,0,0,2,3,2,0,0,2,4,2
14761,Boxer_B_1998,KO,1,Boxer_A_1998,95.5,194,182,81,81,62,94,95,53,Boxer_B_1998,68.4,174,184,93,100,72,82,94,74,5,5,0,4,1,0,0,9,0.0,98.362845,4.6000000000000005,4.3,0.0,80.0,-8.36,100.0,95.4,95.7,0,1,2,0,1,1,0,2,1,1,1,0
99592,Boxer_A_1999,KO,1,Boxer_A_1999,89.0,194,188,100,80,88,95,67,54,Boxer_B_1999,60.3,176,173,100,61,64,89,65,76,10,9,3,2,0,0,9,6,117.9495,88.02605,10.999999999999998,9.299999999999999,30.0,22.22,11.97,0.0,89.0,90.7,0,1,2,1,1,1,1,1,2,2,4,3
97728,Boxer_A_2000,KO,1,Boxer_A_2000,96.9,173,172,100,74,71,82,76,13,Boxer_B_2000,72.8,192,172,83,100,91,96,75,7,7,6,3,2,1,1,9,6,120.46875,61.134479999999996,6.699999999999999,5.5,42.86,33.33,28.87,-10.0,93.3,94.5,1,1,0,2,3,0,0,0,1,1,2,2
24785,Boxer_B_2001,KO,1,Boxer_A_2001,81.8,167,197,77,78,70,78,93,89,Boxer_B_2001,92.6,172,188,66,62,73,76,100,90,14,14,5,5,0,0,11,14,90.07845000000002,100.57347300000002,11.899999999999997,11.299999999999999,35.71,35.71,0.0,9.92,88.1,88.7,1,1,4,5,3,2,2,4,4,2,0,0
80685,Boxer_B_2002,KO,1,Boxer_A_2002,62.1,181,170,68,88,99,82,75,92,Boxer_B_2002,85.3,183,179,97,79,99,94,90,10,4,4,0,3,1,0,0,7,0.0,92.80475000000001,3.3,3.3,0.0,75.0,-2.8,100.0,96.7,96.7,1,1,1,0,0,2,0,0,2,0,0,1
42044,Boxer_A_2003,KO,1,Boxer_A_2003,91.4,191,196,97,84,87,81,75,28,Boxer_B_2003,90.2,168,174,65,67,71,61,88,42,5,4,4,2,0,0,12,4,136.09332799999999,32.0775,4.6,3.1999999999999997,80.0,50.0,67.92,0.0,95.4,96.8,2,0,0,2,0,1,0,0,1,1,2,0
40485,Boxer_B_2004,KO,1,Boxer_A_2004,98.3,186,196,96,74,86,95,77,2,Boxer_B_2004,87.4,167,200,63,82,78,78,66,15,16,16,4,5,1,0,7,14,90.68798399999999,102.139569,13.1,14.600000000000001,25.0,31.25,0.0,9.31,86.9,85.4,3,2,3,2,2,3,5,3,2,5,1,1
10704,Boxer_B_2005,KO,1,Boxer_A_2005,95.1,195,193,94,91,61,85,69,40,Boxer_B_2005,94.0,184,193,73,100,62,98,86,15,8,8,4,5,0,0,9,13,97.75671000000001,132.026778,5.199999999999999,8.1,50.0,62.5,0.0,2.24,94.8,91.9,2,1,3,0,1,2,2,1,0,2,0,2
16959,Boxer_B_2006,KO,1,Boxer_A_2006,90.1,192,179,76,78,88,89,97,89,Boxer_B_2006,67.9,195,171,67,71,61,82,71,35,40,40,4,6,0,1,9,18,83.08399799999998,101.46540300000004,39.79999999999998,35.199999999999996,10.0,15.0,0.0,6.92,60.2,64.8,2,6,6,9,10,5,2,7,12,6,8,7
62772,Boxer_B_2007,KO,1,Boxer_A_2007,81.5,173,181,61,66,63,93,87,58,Boxer_B_2007,90.3,175,183,63,69,91,84,89,48,18,18,3,6,1,0,7,15,51.88278749999999,107.39545424999999,15.3,16.8,16.67,33.33,0.0,48.12,84.7,83.2,5,4,0,1,5,3,1,1,5,5,2,4
57996,Boxer_A_2008,KO,1,Boxer_A_2008,98.9,187,171,84,100,83,87,80,69,Boxer_B_2008,77.5,192,198,87,93,90,76,78,32,13,12,4,4,1,1,10,8,103.996704,81.27539999999999,10.900000000000002,10.299999999999999,30.77,33.33,8.72,0.0,89.1,89.7,3,3,1,2,2,0,4,3,2,2,1,2
62238,Boxer_A_2009,KO,1,Boxer_A_2009,93.4,179,196,74,95,91,84,63,73,Boxer_B_2009,98.1,168,183,71,69,78,64,72,45,6,5,3,3,1,2,9,9,92.46566399999999,86.14231199999999,7.0,4.8,50.0,60.0,3.86,0.0,93.0,95.2,0,0,0,2,2,0,0,1,1,1,3,1
82417,Boxer_B_2010,KO,1,Boxer_A_2010,83.8,178,184,87,80,96,81,80,51,Boxer_B_2010,93.8,184,184,60,61,81,96,78,44,20,20,5,4,2,0,9,12,98.53241550000001,82.92960000000001,15.000000000000002,18.300000000000004,25.0,20.0,0.0,1.47,85.0,81.7,6,3,4,4,4,2,1,4,2,2,3,5
31472,Boxer_A_2011,KO,1,Boxer_A_2011,98.3,180,190,91,60,85,99,80,51,Boxer_B_2011,79.7,169,197,89,66,79,65,96,89,14,13,5,3,0,2,11,8,109.79423000000003,81.02915999999999,13.399999999999997,12.900000000000002,35.71,23.08,18.97,-10.0,86.6,87.1,2,1,2,2,2,2,1,3,4,1,3,4
52738,Boxer_B_2012,KO,1,Boxer_A_2012,72.1,174,197,70,83,60,69,68,48,Boxer_B_2012,68.1,166,180,75,66,91,83,79,83,19,19,5,4,0,0,11,12,88.9286475,111.74129999999997,17.6,18.2,26.32,21.05,0.0,11.07,82.4,81.8,2,2,3,2,3,3,5,4,3,6,3,2
94473,Boxer_A_2013,KO,1,Boxer_A_2013,62.5,195,175,92,61,81,76,68,18,Boxer_B_2013,76.4,166,192,72,80,80,66,84,61,19,18,5,2,0,0,11,4,111.55975200000005,35.51169599999999,14.1,15.700000000000001,26.32,11.11,64.49,0.0,85.9,84.3,5,3,5,4,2,1,4,4,1,4,2,2
73839,Boxer_B_2014,KO,1,Boxer_A_2014,70.9,192,193,88,73,73,63,70,28,Boxer_B_2014,68.8,173,197,90,66,93,77,77,72,10,10,1,4,1,0,2,9,20.154288,105.39652500000001,10.1,7.799999999999999,10.0,40.0,-10.0,79.85,89.9,92.2,1,2,1,2,2,1,0,4,4,1,2,0
96967,Boxer_A_2015,KO,1,Boxer_A_2015,62.8,184,200,82,61,92,67,96,33,Boxer_B_2015,93.1,195,176,85,80,88,74,78,31,6,5,3,2,0,1,9,2,97.08881999999998,21.879,6.2,2.9,50.0,40.0,78.12,-7.09,93.8,97.1,0,3,1,1,1,0,1,0,2,0,1,1
43587,Boxer_A_2016,KO,1,Boxer_A_2016,79.6,189,188,70,72,68,76,94,86,Boxer_B_2016,69.7,173,190,82,87,94,85,93,70,11,10,5,3,0,0,13,4,101.48200999999997,42.275715000000005,10.700000000000001,7.999999999999999,45.45,30.0,57.72,0.0,89.3,92.0,1,2,2,1,1,3,2,3,3,0,2,1
78366,Boxer_A_2017,KO,1,Boxer_A_2017,95.4,181,174,73,99,73,91,74,59,Boxer_B_2017,79.4,195,175,89,95,79,65,63,26,7,6,4,2,0,2,10,7,104.19541850000002,75.873924,6.1,6.199999999999999,57.14,33.33,24.13,-10.0,93.9,93.8,1,0,2,2,1,0,0,1,2,1,1,2
64774,Boxer_A_2018,KO,1,Boxer_A_2018,76.6,184,181,98,75,92,98,99,11,Boxer_B_2018,98.8,176,190,78,76,98,63,61,17,2,1,2,0,0,0,7,0,101.511144,0.0,2.5999999999999996,1.2,100.0,0.0,100.0,0.0,97.4,98.8,0,0,0,0,0,0,0,0,1,1,1,0
75159,Boxer_A_2019,KO,1,Boxer_A_2019,68.3,191,176,99,81,74,96,60,56,Boxer_B_2019,82.6,170,183,92,62,88,92,87,87,13,12,5,2,0,0,11,3,126.48861224999999,40.3305,11.4,10.600000000000001,38.46,16.67,59.67,0.0,88.6,89.4,4,2,0,1,2,3,3,3,0,1,4,2
92504,Boxer_B_2020,KO,1,Boxer_A_2020,72.5,180,180,69,94,68,67,88,60,Boxer_B_2020,98.0,167,198,92,84,64,95,95,7,6,6,2,3,1,0,6,8,42.36876,90.03120000000001,6.6,5.5,33.33,50.0,-0.03,57.63,93.4,94.5,0,1,1,1,1,0,1,1,0,3,3,0
20290,Boxer_A_2021,KO,1,Boxer_A_2021,62.1,166,172,80,71,96,96,86,64,Boxer_B_2021,69.6,178,190,93,98,70,63,72,70,6,5,4,3,0,0,10,6,105.84576000000001,65.85962400000003,4.5,3.7,66.67,60.0,34.14,0.0,95.5,96.3,1,1,2,2,1,0,1,1,1,1,0,0
40401,Boxer_B_2022,KO,1,Boxer_A_2022,62.2,183,180,66,91,71,91,61,99,Boxer_B_2022,75.5,186,171,100,97,78,70,63,70,13,13,3,4,1,1,8,8,70.96161600000002,110.16792500000003,11.400000000000002,10.799999999999999,23.08,30.77,0.0,19.04,88.6,89.2,2,2,2,3,3,2,2,4,2,0,2,2
57278,Boxer_A_2023,KO,1,Boxer_A_2023,80.3,190,188,78,73,67,71,99,56,Boxer_B_2023,96.1,192,198,77,88,100,65,83,6,11,10,5,4,1,0,13,11,117.23715900000002,82.443977,8.899999999999999,9.1,45.45,40.0,7.56,0.0,91.1,90.9,1,1,3,2,3,1,2,3,2,2,0,1
34673,Boxer_A_2024,KO,1,Boxer_A_2024,65.9,192,174,76,74,64,88,78,29,Boxer_B_2024,71.0,193,170,83,98,97,62,81,5,8,7,4,2,0,1,12,4,109.52284,49.36425,7.0,5.499999999999999,50.0,28.57,50.64,0.0,93.0,94.5,0,1,3,1,2,3,1,1,1,1,1,0
42640,Boxer_B_2025,KO,1,Boxer_A_2025,69.1,166,182,88,75,72,94,76,25,Boxer_B_2025,68.1,192,176,78,61,96,80,67,12,7,7,1,4,0,0,2,10,22.097152,102.42648000000003,6.799999999999999,6.199999999999999,14.29,57.14,0.0,77.9,93.2,93.8,0,0,2,2,2,2,0,1,1,2,2,0
15988,Boxer_A_2026,KO,1,Boxer_A_2026,82.7,176,171,100,99,73,63,82,23,Boxer_B_2026,85.0,193,190,61,99,69,84,97,85,10,9,4,4,0,1,9,12,90.56275000000001,86.64952400000001,9.5,9.200000000000001,40.0,44.44,13.35,-0.56,90.5,90.8,1,0,3,2,0,0,0,4,5,1,1,2
36995,Boxer_B_2027,KO,1,Boxer_A_2027,72.4,167,178,97,86,66,67,78,62,Boxer_B_2027,87.7,180,176,88,68,70,65,97,36,7,7,2,4,0,0,4,9,39.684252,101.75044,5.6,6.1,28.57,57.14,0.0,60.32,94.4,93.9,0,1,3,2,2,0,1,2,1,1,0,1
20657,Boxer_A_2028,KO,1,Boxer_A_2028,82.8,177,182,97,71,80,74,82,92,Boxer_B_2028,73.7,187,173,64,98,75,60,95,93,10,9,5,2,0,2,9,5,103.54071,39.383680000000005,7.099999999999999,8.399999999999999,50.0,22.22,60.62,-10.0,92.9,91.6,3,2,2,1,3,0,0,2,1,2,1,2
53401,Boxer_A_2029,KO,1,Boxer_A_2029,73.8,181,200,98,82,76,61,72,46,Boxer_B_2029,63.4,180,197,60,75,80,82,77,56,8,7,4,2,1,1,7,6,94.21406400000001,43.683840000000004,5.499999999999999,7.6,50.0,28.57,46.32,0.0,94.5,92.4,3,0,0,1,2,0,3,2,0,3,0,1
40872,Boxer_B_2030,KO,1,Boxer_A_2030,86.1,193,187,99,65,72,89,92,79,Boxer_B_2030,69.0,194,186,95,71,63,93,65,74,6,6,1,4,0,0,1,9,16.70625,102.61026000000003,4.2,4.9,16.67,66.67,0.0,83.29,95.8,95.1,2,1,1,0,1,3,1,1,1,1,0,0
36118,Boxer_B_2031,KO,1,Boxer_A_2031,60.2,167,182,66,75,69,96,91,41,Boxer_B_2031,71.9,177,184,97,95,80,91,94,40,11,11,2,5,1,0,5,9,33.45487200000001,100.44614325000002,7.8999999999999995,7.299999999999999,18.18,45.45,0.0,66.55,92.1,92.7,3,3,3,2,1,4,2,2,2,0,0,0
77894,Boxer_B_2032,KO,1,Boxer_A_2032,65.0,185,193,60,76,81,98,84,62,Boxer_B_2032,62.7,182,200,86,81,64,61,73,93,8,8,3,5,2,0,7,8,60.434219999999996,89.08318600000003,7.999999999999999,6.1,37.5,62.5,0.0,39.57,92.0,93.9,0,3,0,0,3,2,3,1,1,1,1,1
59505,Boxer_A_2033,KO,1,Boxer_A_2033,94.7,181,187,96,71,62,65,73,73,Boxer_B_2033,69.9,185,180,84,68,81,69,97,18,9,8,4,3,0,1,10,9,102.20484,96.29470199999999,6.699999999999999,7.5,44.44,37.5,3.71,0.0,93.3,92.5,3,1,2,2,0,0,2,1,1,3,1,1
39734,Boxer_A_2034,KO,1,Boxer_A_2034,74.4,195,175,80,60,67,85,96,2,Boxer_B_2034,92.3,182,187,100,61,87,63,73,23,15,14,5,3,1,0,11,5,114.51590000000002,63.362,11.3,12.499999999999998,33.33,21.43,26.64,0.0,88.7,87.5,5,3,1,1,2,3,5,2,1,2,1,3
34177,Boxer_B_2035,KO,1,Boxer_A_2035,84.4,177,185,60,77,70,86,75,65,Boxer_B_2035,79.7,171,198,66,96,85,99,80,76,6,6,3,4,2,1,7,12,56.678399999999996,103.3065,5.2,6.8,50.0,66.67,0.0,33.32,94.8,93.2,0,0,1,0,3,0,1,3,1,2,0,1
89113,Boxer_B_2036,KO,1,Boxer_A_2036,71.8,189,198,61,75,86,89,94,57,Boxer_B_2036,81.4,172,191,66,71,62,72,70,11,20,20,3,7,0,0,8,17,59.08048250000001,112.175613,16.199999999999996,20.599999999999998,15.0,35.0,0.0,40.92,83.8,79.4,4,2,4,2,3,2,5,4,2,4,2,6
10443,Boxer_B_2037,KO,1,Boxer_A_2037,84.4,176,176,68,60,67,68,77,80,Boxer_B_2037,76.7,191,172,90,76,95,94,94,13,14,14,1,5,0,0,4,13,27.649888000000008,134.41194000000002,14.299999999999999,12.9,7.14,35.71,0.0,72.35,85.7,87.1,3,1,1,4,0,3,1,1,4,1,5,4
97486,Boxer_A_2038,KO,1,Boxer_A_2038,98.9,167,183,78,75,63,72,96,24,Boxer_B_2038,98.9,179,179,94,90,80,71,91,61,15,14,6,4,1,1,11,7,101.1121605,76.36766800000001,12.299999999999999,12.7,40.0,28.57,13.63,0.0,87.7,87.3,3,3,3,2,3,1,2,2,2,3,2,3
27784,Boxer_B_2039,KO,1,Boxer_A_2039,91.3,180,198,90,71,88,63,82,58,Boxer_B_2039,62.8,165,186,60,97,98,98,89,19,11,11,2,5,1,1,6,13,58.26168,92.59578000000002,10.799999999999999,9.5,18.18,45.45,0.0,31.74,89.2,90.5,0,1,2,3,3,1,2,4,2,1,2,1
19427,Boxer_A_2040,KO,1,Boxer_A_2040,61.5,194,172,99,79,94,74,95,5,Boxer_B_2040,66.1,189,195,73,65,93,79,77,45,6,5,3,2,0,1,8,5,101.470941,45.31548,5.8,5.800000000000001,50.0,40.0,54.68,0.0,94.2,94.2,0,0,1,0,1,1,2,1,2,1,0,2
69102,Boxer_B_2041,KO,1,Boxer_A_2041,92.3,185,172,96,70,91,77,68,40,Boxer_B_2041,85.2,189,178,100,99,76,98,98,5,7,7,1,3,1,0,2,7,19.348992,99.37289999999999,7.6000000000000005,5.799999999999999,14.29,42.86,0.0,80.65,92.4,94.2,0,2,1,0,0,1,1,2,5,2,0,0
28442,Boxer_B_2042,KO,1,Boxer_A_2042,95.1,166,183,62,85,85,98,71,29,Boxer_B_2042,94.9,182,183,90,79,100,67,68,78,9,9,3,3,1,0,7,9,63.10682399999999,103.29417000000001,10.2,8.8,33.33,33.33,0.0,36.89,89.8,91.2,0,0,1,1,1,1,1,5,3,2,3,0
76622,Boxer_A_2043,KO,1,Boxer_A_2043,85.6,193,193,90,79,60,79,95,37,Boxer_B_2043,65.6,194,179,73,61,95,70,91,92,15,14,4,3,0,0,10,8,100.44458999999999,63.1864275,15.5,12.799999999999999,26.67,21.43,36.81,0.0,84.5,87.2,1,2,1,3,3,3,2,0,5,2,3,4
54617,Boxer_B_2044,KO,1,Boxer_A_2044,60.2,168,187,91,89,70,77,74,85,Boxer_B_2044,61.3,178,180,91,70,79,73,95,29,6,6,3,4,1,1,6,8,63.14660625,98.601867,4.6,4.699999999999999,50.0,66.67,0.0,26.85,95.4,95.3,2,1,0,2,1,1,2,0,1,2,0,0
11893,Boxer_B_2045,KO,1,Boxer_A_2045,82.1,171,170,75,76,84,95,63,25,Boxer_B_2045,74.2,171,185,100,69,76,96,74,32,13,13,3,4,0,0,8,8,83.15527499999999,109.59315000000002,12.6,10.6,23.08,30.77,0.0,16.84,87.4,89.4,2,2,1,4,3,1,0,3,4,2,3,1
87900,Boxer_A_2046,KO,1,Boxer_A_2046,76.8,188,179,89,80,67,74,98,49,Boxer_B_2046,75.1,168,192,65,64,85,80,79,92,14,13,4,4,1,0,11,9,126.21806450000001,63.64137000000001,13.099999999999998,9.5,28.57,30.77,26.36,0.0,86.9,90.5,1,3,2,2,3,5,3,1,4,2,1,0
96001,Boxer_B_2047,KO,1,Boxer_A_2047,87.6,190,175,64,80,75,73,70,100,Boxer_B_2047,75.6,165,199,93,90,68,60,94,32,5,5,1,4,0,0,1,10,8.259520000000002,135.58935,4.3,5.2,20.0,80.0,0.0,91.74,95.7,94.8,1,0,2,0,0,2,0,1,0,1,2,1
32477,Boxer_A_2048,KO,1,Boxer_A_2048,70.2,189,172,95,70,82,98,80,83,Boxer_B_2048,66.2,183,181,74,64,91,67,97,99,7,6,4,2,0,0,13,4,128.67764250000002,38.83224,7.1,5.3999999999999995,57.14,33.33,61.17,0.0,92.9,94.6,1,0,1,2,0,2,1,0,2,1,2,1
18027,Boxer_A_2049,KO,1,Boxer_A_2049,94.9,166,173,66,97,90,70,88,71,Boxer_B_2049,61.1,181,182,100,69,87,64,77,72,10,9,6,2,0,1,10,6,91.53450900000001,69.00880000000001,7.0,8.1,60.0,22.22,30.99,0.0,93.0,91.9,4,1,1,1,2,2,0,3,3,1,0,1
13432,Boxer_B_2050,KO,1,Boxer_A_2050,86.0,183,182,82,84,61,70,69,51,Boxer_B_2050,99.2,194,200,93,91,99,72,85,64,12,12,4,4,0,1,8,9,83.0806575,111.45922125000001,9.6,9.8,33.33,33.33,0.0,6.92,90.4,90.2,2,2,2,3,4,1,2,4,1,1,1,1
12948,Boxer_A_2051,KO,1,Boxer_A_2051,77.8,182,188,83,98,72,82,93,39,Boxer_B_2051,68.2,187,171,70,80,94,77,76,80,7,6,5,3,1,0,11,6,117.30307,49.42276500000001,5.699999999999999,4.3,71.43,50.0,40.58,0.0,94.3,95.7,1,1,2,2,0,1,3,2,1,0,0,0
93954,Boxer_A_2052,KO,1,Boxer_A_2052,88.5,192,173,62,71,87,75,75,65,Boxer_B_2052,74.6,176,190,64,89,66,86,65,39,8,7,4,3,1,1,12,9,103.72104000000002,77.61600000000001,8.2,6.300000000000001,50.0,42.86,12.38,0.0,91.8,93.7,0,1,0,1,1,1,5,2,2,1,0,1
62079,Boxer_B_2053,KO,1,Boxer_A_2053,73.4,165,190,61,87,88,73,66,32,Boxer_B_2053,80.5,176,181,72,88,95,79,84,17,9,9,2,4,0,0,2,13,16.938175,123.21460799999997,6.399999999999999,10.0,22.22,44.44,0.0,83.06,93.6,90.0,4,0,1,1,0,1,2,2,1,2,1,3
13992,Boxer_B_2054,KO,1,Boxer_A_2054,93.7,173,196,92,69,77,60,79,35,Boxer_B_2054,79.3,176,177,65,82,89,98,75,78,10,10,2,4,1,0,4,13,50.42750000000001,101.96185999999999,7.699999999999999,12.399999999999999,20.0,40.0,-10.0,49.57,92.3,87.6,3,0,3,0,1,1,0,1,0,3,3,5
54956,Boxer_A_2055,KO,1,Boxer_A_2055,85.7,181,190,89,66,91,97,80,31,Boxer_B_2055,61.3,185,180,73,87,85,65,98,10,6,5,3,2,0,1,10,4,93.71219400000001,37.010999999999996,5.3,4.1,50.0,40.0,62.99,0.0,94.7,95.9,1,1,1,0,1,1,1,3,1,0,1,0
19656,Boxer_B_2056,KO,1,Boxer_A_2056,64.3,195,174,76,72,95,75,61,29,Boxer_B_2056,86.4,191,183,73,71,89,95,73,1,14,14,2,5,0,0,4,11,47.19828000000001,115.72907175,11.4,13.8,14.29,35.71,0.0,52.8,88.6,86.2,2,2,4,0,4,2,0,4,2,4,2,2
95513,Boxer_B_2057,KO,1,Boxer_A_2057,63.1,170,187,83,63,60,79,86,7,Boxer_B_2057,80.1,167,193,64,68,73,91,66,44,18,18,5,6,0,0,8,14,87.07969899999999,100.93468800000001,15.800000000000002,16.8,27.78,33.33,0.0,12.92,84.2,83.2,4,2,1,3,2,5,5,0,5,4,1,4
36008,Boxer_B_2058,KO,1,Boxer_A_2058,69.0,169,177,72,82,98,66,65,99,Boxer_B_2058,84.8,184,183,95,80,62,63,99,17,6,6,2,3,2,1,5,6,36.163655999999996,83.0354625,4.9,6.3,33.33,50.0,-3.04,53.84,95.1,93.7,1,1,2,1,0,0,2,0,0,1,1,3
22580,Boxer_A_2059,KO,1,Boxer_A_2059,97.1,172,194,68,86,81,63,92,24,Boxer_B_2059,90.0,189,197,66,93,69,63,77,36,11,10,5,4,1,1,12,11,102.92738400000002,82.371168,9.1,9.4,45.45,40.0,7.63,0.0,90.9,90.6,1,0,3,2,2,4,3,1,2,1,0,2
90824,Boxer_B_2060,KO,1,Boxer_A_2060,87.2,173,194,73,98,96,96,93,45,Boxer_B_2060,79.3,177,177,96,77,69,83,63,74,11,11,3,4,2,0,7,8,75.06750600000001,81.53143200000001,8.899999999999999,6.699999999999999,27.27,36.36,-1.53,24.93,91.1,93.3,3,3,1,4,2,3,3,1,0,0,2,0
48416,Boxer_B_2061,KO,1,Boxer_A_2061,95.5,168,175,99,68,93,88,94,23,Boxer_B_2061,85.0,194,182,74,63,84,90,83,61,27,27,2,8,0,1,4,15,55.887975,114.09882400000006,24.900000000000006,21.400000000000006,7.41,29.63,0.0,34.11,75.1,78.6,3,4,3,6,7,8,6,4,3,4,5,1
38184,Boxer_B_2062,KO,1,Boxer_A_2062,88.1,186,188,68,95,84,98,65,28,Boxer_B_2062,98.8,190,179,77,100,75,97,100,66,8,8,5,4,1,0,12,9,85.8959,94.78940625000001,6.8999999999999995,6.799999999999999,62.5,50.0,0.0,14.1,93.1,93.2,3,2,0,0,0,1,1,4,3,0,1,1
27081,Boxer_B_2063,KO,1,Boxer_A_2063,64.0,194,197,81,81,73,69,71,75,Boxer_B_2063,97.3,169,196,98,86,87,80,100,25,5,5,3,3,1,1,8,7,71.78625,101.995656,4.5,4.4,60.0,60.0,-10.0,18.21,95.5,95.6,1,2,0,0,1,0,1,0,2,2,0,1
31669,Boxer_B_2064,KO,1,Boxer_A_2064,67.8,171,173,73,62,84,87,77,92,Boxer_B_2064,60.3,168,173,70,92,92,97,91,43,9,9,2,4,1,0,5,10,40.180860749999994,94.29672000000001,8.0,8.4,22.22,44.44,0.0,59.82,92.0,91.6,2,0,2,0,0,5,2,3,0,0,3,1
41504,Boxer_B_2065,KO,1,Boxer_A_2065,72.5,166,189,63,91,81,74,75,58,Boxer_B_2065,60.8,175,190,73,91,68,68,87,53,11,11,5,6,1,1,9,11,72.40200975,110.71590625,9.6,8.299999999999999,45.45,54.55,-10.0,17.6,90.4,91.7,2,3,0,2,4,3,2,1,2,0,1,2
51984,Boxer_A_2066,KO,1,Boxer_A_2066,76.6,184,173,82,66,95,96,90,75,Boxer_B_2066,60.4,185,174,99,78,86,86,72,88,17,16,4,3,0,1,10,7,96.71014400000001,83.368395,14.0,14.4,23.53,18.75,16.63,-6.71,86.0,85.6,2,2,5,3,3,4,4,0,1,5,2,2
81582,Boxer_B_2067,KO,1,Boxer_A_2067,78.2,176,200,62,63,75,69,74,26,Boxer_B_2067,89.4,172,185,81,71,87,61,97,39,7,7,4,3,1,0,12,9,84.716676,98.40625200000002,8.200000000000001,5.9,57.14,42.86,0.0,15.28,91.8,94.1,0,1,0,1,1,3,1,0,3,1,2,1
80529,Boxer_B_2068,KO,1,Boxer_A_2068,67.5,190,179,81,76,80,97,83,81,Boxer_B_2068,96.0,188,181,95,96,87,75,97,81,5,5,1,3,0,1,4,10,33.37200000000001,112.539375,4.800000000000001,6.0,20.0,60.0,0.0,56.63,95.2,94.0,0,0,2,0,0,0,1,1,1,3,1,1
43189,Boxer_A_2069,KO,1,Boxer_A_2069,75.8,170,199,85,80,62,81,64,65,Boxer_B_2069,61.9,167,189,65,80,70,69,62,51,16,15,5,2,0,0,9,4,112.66664999999998,39.545739999999995,14.9,15.4,31.25,13.33,60.45,0.0,85.1,84.6,3,2,2,0,3,3,0,1,4,6,4,3
88163,Boxer_B_2070,KO,1,Boxer_A_2070,98.7,183,178,61,94,69,97,83,99,Boxer_B_2070,80.5,193,170,82,70,81,61,65,64,8,8,4,4,0,0,8,10,74.814975,107.55833399999999,5.6,6.9,50.0,50.0,0.0,25.19,94.4,93.1,2,1,3,1,1,3,0,1,2,1,0,1
87654,Boxer_B_2071,KO,1,Boxer_A_2071,60.8,184,179,90,76,70,60,79,94,Boxer_B_2071,71.9,175,186,85,95,96,86,60,3,7,7,3,4,0,1,5,11,77.1435,115.10972000000001,5.599999999999999,6.399999999999999,42.86,57.14,0.0,12.86,94.4,93.6,2,0,1,2,2,2,0,1,0,1,2,1
77086,Boxer_B_2072,KO,1,Boxer_A_2072,61.5,173,182,64,82,74,93,86,82,Boxer_B_2072,92.1,176,181,90,78,91,89,100,89,9,9,6,4,1,0,12,10,76.79520000000001,99.70155,7.6,9.3,66.67,44.44,0.0,23.2,92.4,90.7,2,1,3,2,0,0,1,1,0,1,3,4
27665,Boxer_A_2073,KO,1,Boxer_A_2073,69.6,182,177,71,85,81,98,65,77,Boxer_B_2073,97.0,183,184,92,89,64,80,67,13,8,7,5,1,0,0,11,3,108.40563999999999,40.51404,6.699999999999999,8.0,62.5,14.29,59.49,0.0,93.3,92.0,1,0,3,0,1,1,1,2,0,2,2,2
